ID,Race,Age,Sex,HS_GPA,ACT,ACT_ENG,ACT_MATH,ACT_READ,ACT_SCI,MAJOR_CODE,Stype,Hours
8110,White,35,Male,2.96,NA,NA,NA,NA,NA,114,C,15
3832,White,22,Male,2.96,26,25,27,25,25,29,C,15
8641,White,20,Male,3.01,23,24,23,21,24,1,C,13
2073,White,35,Female,3.3,NA,NA,NA,NA,NA,38,C,12
8281,White,31,Male,3.54,31,31,32,32,31,1,C,16
6961,Hispanic,21,Male,3.42,21,22,21,19,23,119,C,14
6209,White,18,Male,2.94,24,24,24,26,25,1,C,12
1390,White,28,Female,3.78,NA,NA,NA,NA,NA,5,C,7
6421,Black,21,Female,2.36,26,26,26,28,25,107,C,18
6017,Hispanic,20,Male,2.63,20,22,21,20,19,33,C,15
1858,White,30,Male,3.77,23,21,23,24,23,29,C,16
1426,White,32,Female,3.47,NA,NA,NA,NA,NA,29,C,16
5405,White,32,Male,3.08,NA,NA,NA,NA,NA,21,C,10
4097,White,19,Female,3.93,NA,NA,NA,NA,NA,103,C,14
8449,White,21,Male,2.38,NA,NA,NA,NA,NA,20,C,14
3368,Hispanic,20,Male,3.64,21,19,20,22,23,33,C,16
5002,White,31,Female,3.32,25,26,26,24,25,107,C,4
8835,White,19,Female,3.22,21,22,19,21,20,99,C,12
800,White,30,Male,2.65,24,23,23,25,24,1,C,14
702,White,29,Male,3.6,NA,NA,NA,NA,NA,8,C,12
7992,White,27,Female,1.83,NA,NA,NA,NA,NA,9,C,14
3722,White,21,Male,3.06,21,22,21,20,22,106,C,12
6251,White,25,Female,3.41,16,14,17,17,15,69,C,12
6509,White,19,Female,3.25,21,21,23,21,20,23,C,17
7185,White,20,Male,3.33,21,22,20,21,18,107,C,16
4170,Black,26,Male,2.27,NA,NA,NA,NA,NA,29,C,16
1752,White,35,Male,3.49,NA,NA,NA,NA,NA,50,C,15
6064,Asian,30,Female,3.24,21,23,21,20,21,21,C,16
4116,White,27,Male,3.03,16,18,16,14,12,43,C,12
4323,Black,26,Female,3.27,NA,NA,NA,NA,NA,40,C,13
2040,Hispanic,28,Female,3.08,25,25,26,22,24,11,C,13
979,Black,31,Male,3.67,22,23,22,20,24,79,C,14
8803,White,26,Female,3.6,NA,NA,NA,NA,NA,33,C,14
5478,White,27,Male,3.31,NA,NA,NA,NA,NA,63,C,14
6396,White,33,Female,3.03,NA,NA,NA,NA,NA,33,C,13
8920,White,21,Male,3.85,22,25,22,20,21,1,C,15
3034,White,23,Female,3.76,24,22,26,20,24,52,C,12
7193,Bi-Racial,28,Male,3.64,NA,NA,NA,NA,NA,87,C,12
7580,White,18,Male,3.52,NA,NA,NA,NA,NA,26,C,15
3765,White,26,Female,2.37,18,16,17,20,19,21,C,17
4949,White,23,Male,3.31,NA,NA,NA,NA,NA,78,C,15
8104,White,22,Female,2.64,NA,NA,NA,NA,NA,43,C,14
6402,Black,24,Male,2.76,23,21,22,23,23,21,C,16
4229,White,21,Male,3.01,17,17,17,16,16,1,C,3
7455,White,20,Male,3.55,NA,NA,NA,NA,NA,50,C,12
8689,White,24,Male,3.07,21,21,21,22,21,50,C,9
8608,White,20,Male,3.34,20,19,19,17,20,43,C,12
3061,White,19,Male,3.03,24,24,22,21,24,1,C,11
8403,White,23,Female,3.76,30,32,29,29,27,63,C,15
515,White,21,Female,3.54,NA,NA,NA,NA,NA,107,C,3
7586,Black,35,Male,2.88,17,18,16,21,19,117,C,3
3602,White,32,Male,2.64,NA,NA,NA,NA,NA,31,C,16
6799,White,23,Male,3.03,20,23,21,21,18,77,C,15
5733,White,29,Male,3.31,19,16,20,19,19,116,C,3
3522,White,18,Male,2.58,NA,NA,NA,NA,NA,1,C,9
8826,White,35,Male,3.39,24,26,25,23,26,29,C,3
4369,Hispanic,22,Female,3.52,17,16,17,17,19,10,C,13
3759,White,29,Male,3.51,NA,NA,NA,NA,NA,1,C,14
3156,Black,31,Male,3.06,24,24,23,21,24,50,C,16
2934,Hispanic,26,Female,3.28,20,20,21,20,21,107,C,3
8706,White,31,Male,2.96,25,24,24,27,25,107,C,17.5
7916,Hispanic,26,Male,3.15,21,22,20,23,23,32,C,12
5823,White,31,Female,3.34,14,13,15,15,13,22,C,15
716,White,24,Female,2.83,26,29,27,23,25,109,C,12
8529,White,20,Male,2.27,NA,NA,NA,NA,NA,50,C,15
7602,White,30,Female,2.35,19,19,16,19,17,50,C,6
213,White,23,Female,3.44,NA,NA,NA,NA,NA,99,C,12
4736,Hispanic,30,Male,3.18,16,16,16,17,16,114,C,13
1133,White,29,Female,3.09,NA,NA,NA,NA,NA,114,C,12
1268,White,29,Female,3.15,20,20,22,20,21,31,C,4
5933,White,28,Female,3.27,23,23,23,21,22,98,C,15
4061,White,28,Male,2.94,24,24,24,22,25,86,C,10
5935,White,23,Female,3.13,29,31,26,30,27,1,C,12
2191,White,27,Female,3.98,NA,NA,NA,NA,NA,77,C,13
4115,White,29,Male,3.72,21,22,22,23,23,77,C,14
7637,White,35,Male,2.89,29,29,31,28,29,53,C,14
3858,White,29,Male,3,23,24,24,25,23,21,C,15
7677,Black,18,Male,3.5,20,20,21,20,21,107,C,13
5359,White,29,Female,3.76,NA,NA,NA,NA,NA,29,C,12
4693,White,31,Female,2.89,NA,NA,NA,NA,NA,23,C,13
1294,White,27,Male,3.07,21,22,21,21,22,17,C,15
4775,White,30,Male,3.67,21,19,22,20,20,33,C,15
5346,Hispanic,32,Female,3.38,24,22,25,25,27,31,C,16
4561,Hawaiian,30,Male,3.13,16,16,18,15,20,86,C,13
7334,White,25,Female,3.64,24,24,23,24,23,4,C,18
8627,Hispanic,31,Male,3.62,17,18,17,17,19,111,C,12
3466,White,26,Female,3.01,20,20,19,22,17,85,C,14
788,Hispanic,26,Male,2.98,31,31,30,31,31,99,C,7
6868,Black,21,Male,3.96,NA,NA,NA,NA,NA,115,C,14
948,White,19,Male,3.27,20,20,21,19,21,115,C,3
1354,White,20,Female,3.16,NA,NA,NA,NA,NA,15,C,16
8700,Asian,19,Male,3.9,18,19,17,18,18,29,C,16
7163,White,27,Male,3.06,NA,NA,NA,NA,NA,22,C,12
4769,Hispanic,24,Female,3.56,22,24,21,23,23,105,C,14
2262,White,35,Male,3.7,23,21,22,22,23,1,C,15
1062,Black,27,Male,3.37,NA,NA,NA,NA,NA,105,C,17
5922,Hispanic,19,Female,3.47,19,19,21,17,19,16,C,14
5664,White,34,Female,3.36,18,17,16,22,15,88,C,2
8678,White,24,Male,3.48,30,29,32,31,30,108,C,13
4591,Hispanic,28,Female,3.33,21,22,20,21,21,14,C,16
2676,White,18,Female,3.57,NA,NA,NA,NA,NA,43,C,9
4500,White,21,Male,3.44,17,18,17,17,16,31,C,18
493,White,27,Female,3.98,NA,NA,NA,NA,NA,107,C,3
981,White,32,Male,2.15,19,23,19,21,18,54,C,15
4443,White,27,Male,3.91,NA,NA,NA,NA,NA,8,C,15
2344,White,35,Male,2.54,NA,NA,NA,NA,NA,1,C,8
6397,Black,31,Male,3.74,24,24,26,23,25,1,C,3
5762,Black,22,Female,2.98,18,20,17,20,18,70,C,16
6717,White,29,Female,3.47,27,30,26,28,27,50,C,13
8503,White,18,Male,3.79,34,33,33,35,36,9,C,16
3221,Hispanic,20,Male,2.83,21,21,23,23,22,20,C,15
4256,White,19,Male,3.8,NA,NA,NA,NA,NA,10,C,15
6158,White,29,Male,3.74,23,22,22,23,21,4,C,16
8874,White,31,Female,2.39,21,21,21,21,24,107,C,12
3487,Hispanic,27,Male,3.3,NA,NA,NA,NA,NA,31,C,7
2545,White,26,Male,3.74,19,19,19,20,21,21,C,6
4173,Black,25,Male,3.22,20,21,20,19,21,22,C,15
2753,White,25,Female,3.72,25,24,24,23,26,50,C,15
3418,Black,33,Male,3.55,NA,NA,NA,NA,NA,29,C,13
1620,White,22,Male,3.68,NA,NA,NA,NA,NA,22,C,16
520,White,30,Female,3.18,21,24,22,23,23,107,C,15
4494,White,32,Male,2.99,21,20,21,19,22,33,C,13
865,White,26,Male,3.09,24,23,22,26,24,17,C,12
8612,White,27,Male,3.52,22,23,22,21,22,60,C,15
4425,White,22,Male,3.11,21,21,22,19,20,107,C,6
5882,White,23,Female,2.83,25,25,27,23,25,43,C,16
2602,White,28,Male,3.32,21,21,23,18,17,50,C,6
3616,White,33,Female,3.33,18,19,20,17,17,104,C,15
2963,White,29,Female,3.17,NA,NA,NA,NA,NA,104,C,2
8730,White,31,Female,3.81,NA,NA,NA,NA,NA,84,C,16
3276,White,20,Female,3.4,22,20,19,22,20,107,C,3
3387,Hispanic,27,Female,2.97,22,23,21,20,21,22,C,15
5434,White,26,Female,3.38,NA,NA,NA,NA,NA,27,C,15
3618,White,34,Male,2.93,22,21,21,22,21,29,C,16
2028,White,25,Female,2.82,16,16,16,16,18,102,C,12
2447,White,31,Female,3,19,17,19,20,16,24,C,17
3299,White,34,Male,3.18,20,21,21,19,23,111,C,15
2437,White,26,Male,2.87,NA,NA,NA,NA,NA,5,C,2
7462,White,24,Female,2.6,23,20,24,23,23,50,C,12
2517,Black,22,Female,3.53,NA,NA,NA,NA,NA,89,C,20
3623,White,27,Female,3.43,NA,NA,NA,NA,NA,1,C,6
4665,White,25,Male,3.04,26,25,26,27,25,90,C,12
2718,Black,24,Female,3.42,30,29,32,29,33,26,C,18
1852,Hispanic,33,Male,3.31,22,20,21,22,23,107,C,16
6734,White,28,Female,3.04,20,19,20,18,20,30,C,16
2476,White,26,Male,3.42,23,23,22,22,21,1,C,13
2762,Asian,30,Male,3.89,23,22,23,22,21,46,C,15
8603,Black,20,Male,3.76,NA,NA,NA,NA,NA,1,C,15
8205,Asian,23,Female,3.46,18,19,17,18,17,43,C,16
2638,Hispanic,23,Male,2.98,NA,NA,NA,NA,NA,1,C,9
674,White,18,Female,3.48,NA,NA,NA,NA,NA,38,C,15
4096,Hispanic,33,Male,3.16,24,24,23,24,25,15,C,3
4474,White,24,Female,2.04,21,23,19,21,25,44,C,15
7513,Hispanic,20,Female,3.08,NA,NA,NA,NA,NA,69,C,13
5801,Hispanic,24,Male,2.57,NA,NA,NA,NA,NA,1,C,16
4239,White,21,Male,3.17,26,28,25,26,24,108,C,15
5396,Hispanic,25,Female,2.66,19,20,21,18,18,5,C,19
4615,Black,28,Male,2.88,31,32,29,32,30,78,C,15
6023,White,25,Female,2.86,21,24,21,19,21,46,C,18
1183,Asian,28,Female,3.31,19,20,20,18,14,69,C,16
5609,White,31,Male,3.99,NA,NA,NA,NA,NA,43,C,15
8563,White,31,Male,3.59,NA,NA,NA,NA,NA,89,C,15
2542,Asian,35,Male,3.23,NA,NA,NA,NA,NA,61,C,14
1162,White,31,Female,2.3,25,25,27,24,26,107,C,13
932,Bi-Racial,31,Female,3.85,21,21,20,21,21,69,C,12
321,White,35,Male,3.28,16,17,14,16,17,86,C,13
2203,White,28,Male,2.99,27,28,26,24,26,31,C,16
8385,White,22,Male,2.78,20,19,19,22,20,1,C,16
4491,White,19,Female,2.12,NA,NA,NA,NA,NA,29,C,15
2246,White,19,Male,3.83,NA,NA,NA,NA,NA,5,C,12
7756,White,24,Female,2.77,17,19,19,18,17,111,C,12
6102,White,30,Male,3.26,20,21,21,21,21,93,C,15
5785,White,22,Male,3.98,NA,NA,NA,NA,NA,109,C,3
3700,White,24,Female,2.72,21,22,21,19,20,56,C,12
6828,Hispanic,28,Female,3.5,23,23,22,23,25,90,C,16
8800,Hispanic,18,Female,3.3,17,17,15,17,16,69,C,15
6856,White,18,Male,2.92,32,32,32,31,32,20,C,18
3913,White,34,Female,3.4,23,22,22,21,23,48,C,14.5
6674,White,21,Female,3.61,NA,NA,NA,NA,NA,58,C,13
7253,Black,27,Male,3.96,18,19,17,16,16,22,C,14
3467,White,32,Female,3.46,23,21,25,22,23,103,C,16
2391,Hispanic,28,Male,3.88,NA,NA,NA,NA,NA,19,C,15
8246,Hispanic,22,Female,3.69,NA,NA,NA,NA,NA,100,C,18
4517,White,30,Female,3.05,26,27,26,26,25,99,C,6
4130,Hispanic,25,Male,3.56,19,20,20,21,19,111,C,15
7502,White,30,Male,3.11,22,23,24,22,23,18,C,17
1893,Hispanic,22,Female,3.73,25,25,25,27,23,77,C,16
2613,White,20,Male,3.57,16,15,15,15,15,100,C,15
5319,White,21,Female,2.77,15,14,15,14,14,1,C,3
4806,White,25,Male,3.32,25,24,24,28,26,50,C,15
5885,Hispanic,22,Female,2.36,NA,NA,NA,NA,NA,99,C,19
7429,White,22,Female,2.63,28,27,25,27,27,1,C,14
8786,White,24,Male,3.54,20,22,20,21,20,40,C,13
6443,Hispanic,22,Female,3.44,30,30,30,31,31,71,C,15
599,White,31,Male,3.26,NA,NA,NA,NA,NA,40,C,3
2158,White,32,Female,3.55,NA,NA,NA,NA,NA,31,C,16
2954,Black,33,Female,3.31,21,20,20,21,22,33,C,13
3031,White,23,Female,3.16,NA,NA,NA,NA,NA,5,C,14
3922,Hispanic,24,Female,3.23,23,25,25,24,23,69,C,13
7073,White,26,Male,3.72,28,28,30,28,29,1,C,3
1959,White,32,Male,2.89,20,22,19,19,20,20,C,15
7116,White,24,Male,3.65,NA,NA,NA,NA,NA,50,C,12
3541,Hispanic,20,Female,3.57,24,23,24,24,22,1,C,17
4641,White,35,Male,3.24,25,25,25,27,23,5,C,14
3709,Black,24,Female,2.82,23,22,22,26,24,1,C,12
2574,White,24,Male,2.23,17,17,18,18,19,98,C,13
8082,White,26,Female,2.95,17,17,18,19,17,5,C,16
1402,White,18,Male,3.53,NA,NA,NA,NA,NA,1,C,12
7076,Black,22,Male,3.16,19,19,18,19,17,56,C,6
5187,Black,18,Female,3.16,21,22,19,23,22,98,C,15
8456,White,34,Male,3.13,23,25,22,23,21,109,C,15
3256,Asian,21,Male,2.86,18,19,19,19,16,4,C,12
1468,White,32,Male,3.01,17,16,14,15,16,30,C,16
4270,White,19,Female,2.06,18,16,18,17,19,100,C,15
222,White,21,Male,3.54,23,22,24,22,24,38,C,12
3379,Hispanic,31,Male,3.8,24,24,24,24,25,87,C,15
1921,Black,33,Female,3.77,NA,NA,NA,NA,NA,108,C,2
570,White,24,Male,3.53,22,22,22,24,21,87,C,3
3932,White,20,Female,3.55,NA,NA,NA,NA,NA,100,C,14
984,White,29,Male,3.59,31,30,31,30,30,104,C,3
5679,Hispanic,28,Female,3.33,21,21,22,22,20,1,C,14
2478,White,24,Male,2.98,NA,NA,NA,NA,NA,50,C,3
400,Asian,27,Female,3.53,22,24,21,24,20,33,C,14
275,White,31,Female,3.36,18,19,18,15,17,20,C,16
8342,White,20,Male,3.34,24,22,24,23,25,1,C,12
6790,Black,31,Female,2.73,29,28,33,30,30,14,C,14
2600,White,33,Female,3.8,17,18,16,18,16,32,C,16
4564,Black,35,Male,3.85,NA,NA,NA,NA,NA,22,C,15.5
2794,White,27,Female,2.98,21,21,22,23,20,1,C,13
5648,White,20,Male,3.77,20,21,20,21,21,107,C,3
973,White,20,Male,3.32,31,32,29,31,28,69,C,18
8075,Hispanic,34,Male,2.61,20,20,21,22,19,105,C,14
3260,Hispanic,30,Female,3.78,NA,NA,NA,NA,NA,50,C,13
7266,White,26,Male,3.31,23,23,23,23,24,107,C,16
7878,White,18,Male,2.88,18,16,20,18,18,106,C,15
7709,Native,28,Female,2.7,20,20,18,19,19,100,C,14
2581,White,22,Male,3.02,NA,NA,NA,NA,NA,16,C,16
5,Hispanic,27,Female,3.02,21,23,20,22,23,74,C,16
776,White,21,Male,3.13,NA,NA,NA,NA,NA,1,C,15
627,Native,19,Male,2.75,18,18,17,18,18,1,C,13
4335,White,27,Female,2.99,26,27,24,25,25,1,C,15
140,Hispanic,22,Male,3.37,NA,NA,NA,NA,NA,46,C,16
247,White,19,Female,3.78,22,22,23,22,21,77,C,12
3967,Hispanic,29,Female,3.4,21,19,18,20,19,24,C,17.5
301,White,24,Female,2.37,19,19,18,16,20,114,C,17
1756,Bi-Racial,35,Male,3.03,26,26,27,25,26,1,C,3
10,White,22,Male,3.85,NA,NA,NA,NA,NA,50,C,15
1059,Black,35,Female,3.85,27,28,23,26,26,85,C,15
8467,Hispanic,31,Male,3.71,24,22,25,24,24,9,C,15
42,Black,20,Male,3.57,NA,NA,NA,NA,NA,103,C,14
4336,White,26,Female,3.27,22,21,21,21,22,39,C,19
7591,White,21,Female,3.39,33,36,32,35,32,33,C,13
1565,White,33,Female,2.71,NA,NA,NA,NA,NA,50,C,15
2579,White,20,Female,3.67,27,26,26,26,27,114,C,15
5435,Black,20,Female,3.72,NA,NA,NA,NA,NA,50,C,3
7936,Hispanic,18,Female,3.7,NA,NA,NA,NA,NA,100,C,15
3232,Black,30,Female,3.33,24,24,28,23,26,1,C,12
1070,White,23,Male,2.92,23,20,23,25,25,14,C,6
6409,Hispanic,19,Female,3.14,28,28,30,28,27,1,C,9
3410,Black,20,Male,3.19,NA,NA,NA,NA,NA,23,C,14
3053,White,23,Male,3.43,24,21,23,25,24,21,C,13
621,White,23,Female,3.9,NA,NA,NA,NA,NA,50,C,2
653,White,19,Male,2.2,25,24,26,23,22,5,C,3
278,Hispanic,32,Male,3.78,23,25,24,23,24,32,C,14
4362,Black,25,Female,3.91,21,22,20,21,19,50,C,15
2681,Black,26,Male,3.93,31,30,31,31,31,114,C,13
1229,Black,29,Male,3.72,NA,NA,NA,NA,NA,15,C,12
2860,Black,20,Female,3.94,22,22,22,21,23,1,C,14
7660,White,20,Male,3.88,23,22,24,22,24,104,C,16
2972,Black,25,Female,3.29,20,20,17,20,18,30,C,14
2632,Hispanic,19,Male,3.16,18,16,20,18,20,95,C,18
872,White,33,Male,2.71,33,31,32,32,33,29,C,15
4402,White,29,Female,3.35,NA,NA,NA,NA,NA,59,C,16
7913,White,30,Male,3.57,27,25,27,26,28,1,C,13
4812,White,27,Female,3.46,25,24,26,24,24,58,C,17
7046,White,34,Female,3.8,21,21,21,22,23,108,C,12
2777,White,34,Male,3.27,NA,NA,NA,NA,NA,87,C,12
6342,White,27,Male,3.16,16,17,18,17,14,21,C,15
6153,White,19,Male,3.27,23,20,24,24,22,86,C,3
361,White,19,Male,3.72,18,17,18,19,18,31,C,13
1976,Hispanic,19,Male,3.67,20,22,22,19,19,11,C,3
310,White,20,Female,3.75,24,24,24,23,23,63,C,13
2196,White,23,Male,3.43,21,22,21,21,19,69,C,15
1198,White,34,Female,3.19,NA,NA,NA,NA,NA,1,C,15
8217,White,31,Female,2.87,21,22,20,21,20,104,C,17
7723,White,21,Female,3.72,NA,NA,NA,NA,NA,29,C,15
5109,White,25,Female,2.97,NA,NA,NA,NA,NA,1,C,13
5009,Bi-Racial,30,Male,3.19,18,17,16,17,18,107,C,12
1212,Asian,34,Female,3.65,NA,NA,NA,NA,NA,32,C,16
4066,Black,18,Female,3,20,20,19,20,19,43,C,3
7760,Hispanic,30,Male,3.63,25,25,22,24,26,5,C,18
7678,White,29,Male,3.93,30,30,29,32,30,100,C,16
6566,Hispanic,34,Female,3.12,23,22,22,24,23,31,C,18
1783,Asian,29,Female,2.88,NA,NA,NA,NA,NA,4,C,9
3049,Black,24,Female,3.74,20,18,18,22,23,1,C,12
5663,Black,32,Female,3.61,29,30,27,28,31,31,C,12
7679,Black,30,Male,3.02,25,25,22,25,26,74,C,14
1093,White,34,Male,3.78,28,28,29,28,29,33,C,13
5511,White,34,Male,2.81,21,23,23,20,21,21,C,15
1494,Black,21,Male,3.47,26,26,25,28,26,58,C,12
676,Hispanic,29,Male,3.31,18,17,19,17,19,4,C,10
6650,Hispanic,29,Female,3.62,25,24,25,26,24,103,C,15
4052,White,35,Male,3.94,26,26,27,26,26,102,C,17
7644,White,30,Female,2.38,NA,NA,NA,NA,NA,100,C,15
7140,Black,21,Male,3.67,22,23,22,24,21,58,C,12
6594,White,33,Male,3.45,20,21,19,17,20,29,C,15
4477,White,22,Male,3.17,21,19,21,22,20,1,C,15
6435,Hispanic,33,Male,2.82,18,19,18,19,19,8,C,16
1326,White,35,Female,3.45,18,16,17,19,16,107,C,13
3116,Asian,30,Female,2.84,NA,NA,NA,NA,NA,107,C,15
1818,White,32,Female,2.94,22,23,20,22,21,69,C,16
4290,White,21,Male,2.45,22,20,22,23,22,23,C,15
4695,White,21,Male,3.1,25,26,23,25,24,5,C,15
5877,White,32,Female,3.68,22,21,22,25,21,101,C,13
3825,White,19,Female,3.43,NA,NA,NA,NA,NA,98,C,3
848,White,25,Female,3.29,NA,NA,NA,NA,NA,114,C,3
6202,Asian,30,Male,3.66,NA,NA,NA,NA,NA,114,C,2
5996,White,31,Female,2.69,24,22,24,25,24,104,C,12
2372,Hispanic,23,Male,2.95,14,16,14,13,15,115,C,9
2809,White,21,Male,3.25,24,22,23,22,24,114,C,3
6914,Black,35,Female,1.96,NA,NA,NA,NA,NA,32,C,15
7670,Black,24,Female,2.65,23,24,24,22,26,115,C,14
426,Asian,35,Male,3.49,NA,NA,NA,NA,NA,38,C,15
7309,White,35,Female,3.46,21,20,20,22,22,52,C,15
844,Hispanic,24,Female,2.35,NA,NA,NA,NA,NA,22,C,3
21,Asian,25,Female,3.33,18,18,18,17,18,33,C,6
7368,Hispanic,27,Female,3.41,NA,NA,NA,NA,NA,50,C,12
7409,White,24,Male,3.66,NA,NA,NA,NA,NA,56,C,15
6114,White,19,Female,2.58,25,26,24,28,27,20,C,5
4063,White,24,Male,3.58,21,21,17,20,18,1,C,15
4138,Hispanic,22,Female,3.51,19,21,18,18,19,1,C,12
6020,White,33,Female,3.41,NA,NA,NA,NA,NA,49,C,16
1739,White,29,Male,3.65,20,21,21,21,20,111,C,12
4859,White,35,Male,3.45,NA,NA,NA,NA,NA,50,C,14
468,White,33,Male,2.42,22,22,23,24,22,100,C,14
4194,Black,30,Female,2.85,23,22,23,26,22,50,C,15
319,White,23,Male,3.16,19,23,20,18,18,29,C,13
8478,White,31,Female,3.63,NA,NA,NA,NA,NA,108,C,15.5
155,White,27,Female,3.09,NA,NA,NA,NA,NA,5,C,12
8584,White,24,Male,3.54,20,21,20,19,22,114,C,12
675,Black,35,Male,2.96,NA,NA,NA,NA,NA,111,C,12
2978,White,26,Female,3.77,18,20,18,17,18,74,C,12.5
5931,Hispanic,19,Male,3.19,32,35,32,31,33,96,C,14
5507,Hispanic,31,Male,2.74,26,24,26,26,26,1,C,17
4386,White,31,Female,3.72,NA,NA,NA,NA,NA,69,C,4
3002,Hispanic,18,Female,3.41,19,18,19,16,18,33,C,15
443,White,31,Male,3.65,NA,NA,NA,NA,NA,108,C,13
7070,White,31,Female,3.28,NA,NA,NA,NA,NA,1,C,15
8245,White,28,Female,3.02,17,19,18,18,16,107,C,15
3508,Black,32,Female,2.29,NA,NA,NA,NA,NA,111,C,12
6419,White,35,Male,3.17,26,28,26,23,27,40,C,6
3543,White,32,Female,3.37,NA,NA,NA,NA,NA,49,C,3
5505,White,24,Female,3.72,23,22,22,25,22,108,C,15
85,White,19,Female,2.64,21,22,20,21,20,5,C,10
8349,White,30,Male,3.42,32,33,34,33,32,114,C,15
561,White,35,Female,3.5,21,22,18,23,21,20,C,12
2616,White,23,Male,2.78,19,17,20,20,19,50,C,3
5498,White,27,Male,3.13,22,20,21,23,21,58,C,13
5124,White,32,Female,3.27,21,20,22,22,21,108,C,6
8266,White,34,Male,3.64,22,17,22,24,21,60,C,13
4985,Hispanic,23,Male,2.25,23,19,21,21,26,1,C,9
2337,White,19,Male,3.13,19,21,19,18,20,1,C,4
7618,White,33,Female,1.78,24,27,25,23,24,1,C,3
7827,Black,31,Male,2.88,31,34,30,28,31,111,C,2
802,White,34,Female,3.77,16,17,15,14,16,93,C,16
2237,White,31,Female,3.3,23,24,25,24,25,43,C,3
955,White,20,Female,2.75,19,18,18,18,19,114,C,13
5355,White,22,Male,2.79,25,26,24,24,24,117,C,2
7887,White,27,Female,3.66,19,17,19,21,17,16,C,16
399,White,24,Male,3.66,25,24,23,23,25,104,C,3
7003,White,27,Female,2.72,18,18,16,20,18,51,C,12
3024,White,19,Male,3.51,25,24,27,28,26,11,C,13
393,White,22,Male,3.57,22,22,22,21,23,5,C,18
2635,Native,25,Male,3.98,NA,NA,NA,NA,NA,5,C,12
3906,White,28,Female,3.9,20,21,22,19,18,108,C,14
3969,White,30,Male,2.44,NA,NA,NA,NA,NA,104,C,15
8183,White,21,Female,2.6,17,18,18,16,16,10,C,15
7694,White,19,Male,3.29,NA,NA,NA,NA,NA,1,C,15
857,White,23,Male,3.38,19,20,19,20,17,22,C,12
4246,Black,25,Female,3.17,18,19,17,17,20,5,C,12
6183,White,23,Male,2.49,20,20,19,19,18,107,C,12
5968,Hispanic,32,Female,3.18,20,18,20,17,20,1,C,16
8755,Asian,18,Female,3.35,25,25,25,24,28,111,C,15
2287,White,21,Female,3.6,NA,NA,NA,NA,NA,59,C,15
7766,White,20,Female,3.54,NA,NA,NA,NA,NA,85,C,12
395,Hispanic,20,Male,3.44,NA,NA,NA,NA,NA,89,C,15
5159,Hispanic,28,Male,3.52,17,18,17,19,19,50,C,16
7672,White,21,Male,2.92,NA,NA,NA,NA,NA,22,C,9
6929,White,29,Female,3.29,NA,NA,NA,NA,NA,29,C,6
8558,White,24,Male,3.26,22,23,23,22,21,104,C,15
3861,White,24,Female,3.35,20,18,21,19,19,111,C,3
5534,White,27,Male,2.96,20,16,20,18,23,89,C,14
1642,Hispanic,20,Female,3.59,16,15,17,18,16,69,C,18
6699,Asian,22,Male,3.07,16,15,14,15,13,5,C,12
286,White,25,Female,2.53,24,24,25,21,24,17,C,17
8057,White,32,Male,3.57,26,25,27,27,25,109,C,13
463,Native,26,Male,3.58,25,26,25,25,23,50,C,16
3626,Hispanic,34,Female,2.93,23,23,24,26,23,17,C,16
5690,Native,35,Female,2.94,NA,NA,NA,NA,NA,31,C,16
5457,White,26,Male,3.37,23,21,20,23,26,108,C,5
2706,Hispanic,25,Female,2.88,NA,NA,NA,NA,NA,21,C,15
7501,Hispanic,28,Male,3.54,19,20,20,18,21,1,C,12
8901,White,19,Female,2.76,25,26,26,24,25,75,C,3
8858,White,33,Female,2.92,28,29,27,29,26,15,C,14
4102,White,33,Male,3.44,32,32,33,30,29,101,C,10
7102,Black,32,Female,2.95,NA,NA,NA,NA,NA,106,C,16
5622,White,33,Male,2.87,NA,NA,NA,NA,NA,20,C,14
3849,White,31,Female,3.65,NA,NA,NA,NA,NA,98,C,12
1079,White,25,Male,2.83,NA,NA,NA,NA,NA,50,C,16
4833,Black,20,Female,3.59,17,19,15,18,16,114,C,3
6653,Asian,24,Male,3.84,NA,NA,NA,NA,NA,48,C,13
8120,Black,34,Female,2.59,NA,NA,NA,NA,NA,104,C,14
3427,Black,31,Male,2.61,25,25,26,24,27,4,C,3
670,White,21,Female,2.82,23,22,27,23,24,29,C,16
4103,White,30,Male,2.4,NA,NA,NA,NA,NA,3,C,15
6124,Hispanic,20,Male,2.6,17,19,16,16,16,109,C,17
1793,White,26,Female,3.34,17,16,16,17,17,24,C,15
8036,White,32,Male,2.44,NA,NA,NA,NA,NA,31,C,12
3736,White,21,Female,2.66,NA,NA,NA,NA,NA,50,C,18
2913,White,20,Male,3.45,25,23,24,26,26,8,C,16
6578,White,18,Male,2.28,NA,NA,NA,NA,NA,54,C,13
1583,Asian,26,Female,3.5,23,22,23,21,26,5,C,9
5178,White,28,Female,3.54,20,19,20,19,19,10,C,9
2841,White,18,Female,2.6,30,30,30,29,30,59,C,12
8390,White,24,Female,3.89,17,19,16,16,17,21,C,16
2649,White,25,Female,2.43,NA,NA,NA,NA,NA,31,C,15
5705,White,18,Female,3.26,24,25,23,24,22,100,C,3
1172,Black,18,Male,3.69,NA,NA,NA,NA,NA,98,C,12
7850,White,20,Female,3.52,19,20,21,18,19,86,C,14
4628,White,28,Female,2.89,28,29,26,28,28,111,C,12
