"ID","Race","Age","Sex","HS_GPA","ACT","ACT_ENG","ACT_MATH","ACT_READ","ACT_SCI","MAJOR_CODE","Stype","Hours"
"2621","White",21,"Male",3.41,NA,NA,NA,NA,NA,"000122","M",16
"2622","White",19,"Male",2.11,NA,NA,NA,NA,NA,"000122","T",17.5
"2623","White",26,"Male",2.85,26,25,27,26,24,"000022","C",6
"2624","White",32,"Male",2.6,20,20,20,20,19,"000107","C",8
"2625","White",26,"Male",3.78,22,22,21,25,24,"000050","M",12
"2626","Hispanic",25,"Male",2.44,22,20,20,24,23,"000074","N",15
"2627","White",20,"Female",2.56,16,18,17,17,18,"000088","S",16
"2628","White",18,"Female",2.81,17,17,18,18,17,"000004","C",3
"2629","Bi-Racial",31,"Female",3.68,NA,NA,NA,NA,NA,"000046","M",9
"2630","Native",33,"Female",2.66,20,21,21,20,22,"000076","C",17
"2631","White",32,"Male",2.8,22,21,22,19,21,"000089","T",12
"2632","Hispanic",19,"Male",3.16,18,16,20,18,20,"000095","X",18
"2633","White",33,"Female",3,NA,NA,NA,NA,NA,"000107","T",17
"2634","White",23,"Female",2.77,24,24,25,25,23,"000109","C",14
"2635","Native",25,"Male",3.98,NA,NA,NA,NA,NA,"000005","C",12
"2636","Asian",32,"Male",3.77,NA,NA,NA,NA,NA,"000005","C",16.5
"2637","White",18,"Female",3.59,23,25,23,24,24,"000050","T",15
"2638","Hispanic",23,"Male",2.98,NA,NA,NA,NA,NA,"000001","D",9
"2639","Black",33,"Male",3.79,23,25,20,22,22,"000037","N",5
"2640","White",27,"Male",2.97,22,23,26,24,23,"000107","T",12
"2641","White",32,"Female",3.46,NA,NA,NA,NA,NA,"000107","D",15
"2642","White",26,"Male",2.67,16,14,14,14,12,"000108","T",12
"2643","White",27,"Male",3.22,23,24,22,23,23,"000107","C",16
"2644","White",23,"Female",2.94,17,16,17,16,18,"000122","N",2
"2645","White",20,"Female",3.25,NA,NA,NA,NA,NA,"000115","N",16
"2646","White",33,"Male",2.93,26,24,23,24,24,"000029","C",15
"2647","Asian",28,"Female",3.05,22,21,24,23,21,"000076","C",13
"2648","Hispanic",18,"Female",3.19,23,20,23,22,22,"000001","C",15
"2649","White",25,"Female",2.43,NA,NA,NA,NA,NA,"000031","C",15
"2650","Asian",20,"Male",2.12,32,31,35,31,32,"000122","D",12
"2651","White",25,"Female",3.27,NA,NA,NA,NA,NA,"000107","C",16
"2652","Black",25,"Female",3.49,18,16,18,19,21,"000089","N",3
"2653","Hispanic",32,"Female",3.4,23,21,22,24,23,"000029","T",16
"2654","White",33,"Female",2.96,NA,NA,NA,NA,NA,"000119","T",12
"2655","White",20,"Male",3.42,22,22,24,24,21,"000031","D",7
"2656","White",24,"Female",3.65,17,19,18,18,15,"000114","M",3
"2657","White",24,"Female",2.48,NA,NA,NA,NA,NA,"000019","T",3
"2658","White",35,"Female",3.34,32,29,32,30,31,"000099","C",15
"2659","White",29,"Male",3.23,17,19,15,17,17,"000055","C",12
"2660","White",30,"Male",3.28,25,26,27,24,23,"000050","C",16
"2661","White",20,"Female",3.63,NA,NA,NA,NA,NA,"000001","C",3
"2662","Black",31,"Female",2.51,26,25,26,25,24,"000019","S",17.5
"2663","Hispanic",18,"Male",3.53,23,22,22,21,23,"000075","D",16
"2664","White",25,"Female",3.07,NA,NA,NA,NA,NA,"000107","C",15
"2665","White",23,"Female",2.77,NA,NA,NA,NA,NA,"000056","N",12
"2666","Hispanic",20,"Female",3.29,21,20,24,18,21,"000100","C",2
"2667","White",24,"Female",2.71,NA,NA,NA,NA,NA,"000075","C",3
"2668","Black",34,"Male",2.18,22,21,22,19,19,"000022","M",3
"2669","White",33,"Female",3.68,22,22,24,23,20,"000019","T",15
"2670","White",30,"Male",3.29,NA,NA,NA,NA,NA,"000001","C",9
"2671","White",24,"Male",3.54,23,23,24,24,25,"000016","C",9
"2672","White",33,"Female",2.78,22,21,19,20,23,"000089","S",16
"2673","White",32,"Female",3.24,NA,NA,NA,NA,NA,"000032","C",12
"2674","White",21,"Male",3.33,NA,NA,NA,NA,NA,"000116","C",12
"2675","White",18,"Male",2.61,20,22,19,19,20,"000111","D",15
"2676","White",18,"Female",3.57,NA,NA,NA,NA,NA,"000043","C",9
"2677","White",20,"Female",3.09,24,24,22,24,25,"000040","C",12
"2678","Asian",23,"Male",2.01,NA,NA,NA,NA,NA,"000044","T",14
"2679","Native",18,"Female",3.88,27,25,29,27,28,"000107","T",13
"2680","White",26,"Female",2.98,23,24,22,24,22,"000005","T",16
"2681","Black",26,"Male",3.93,31,30,31,31,31,"000114","S",13
"2682","White",20,"Male",3.28,27,25,28,26,27,"000019","M",18
"2683","White",28,"Male",2.11,21,22,22,20,19,"000086","C",15
"2684","White",28,"Female",3.25,NA,NA,NA,NA,NA,"000021","C",15
"2685","Black",20,"Male",3.54,19,20,19,20,17,"000122","T",3
"2686","White",20,"Male",2.56,NA,NA,NA,NA,NA,"000001","T",18
"2687","White",30,"Female",3.74,22,21,20,21,23,"000104","C",3
"2688","Asian",31,"Male",1.98,16,15,16,17,15,"000108","C",12
"2689","White",18,"Male",3.5,19,23,21,20,17,"000033","C",2
"2690","White",35,"Female",2.59,20,21,21,20,19,"000033","N",12
"2691","Black",25,"Female",3.13,20,19,21,20,20,"000069","T",13
"2692","White",28,"Female",3.61,23,22,25,24,24,"000020","T",3
"2693","White",33,"Female",3.57,29,32,28,30,29,"000107","M",16
"2694","Hispanic",28,"Female",2.82,26,25,25,27,26,"000001","C",14
"2695","White",32,"Female",2.6,18,19,19,16,16,"000087","C",14
"2696","White",32,"Male",3.71,25,23,27,26,23,"000022","N",8
"2697","White",18,"Female",2.14,NA,NA,NA,NA,NA,"000031","R",15
"2698","Hispanic",30,"Male",2.51,NA,NA,NA,NA,NA,"000021","T",15
"2699","White",24,"Female",3.34,NA,NA,NA,NA,NA,"000001","C",15
"2700","Hispanic",28,"Female",2.92,NA,NA,NA,NA,NA,"000107","C",6
"2701","Bi-Racial",25,"Female",3.54,30,31,29,29,32,"000099","N",12
"2702","White",28,"Female",3.66,20,18,20,21,21,"000122","C",16
"2703","White",33,"Female",3.58,25,26,24,25,25,"000079","D",15
"2704","Asian",34,"Male",3.23,NA,NA,NA,NA,NA,"000050","C",15
"2705","White",18,"Female",3.64,28,28,26,29,29,"000021","C",3
"2706","Hispanic",25,"Female",2.88,NA,NA,NA,NA,NA,"000021","C",15
"2707","White",23,"Female",2.52,27,28,27,27,27,"000050","T",18
"2708","Hispanic",18,"Female",2.72,22,23,21,20,18,"000103","D",15
"2709","White",22,"Male",3.36,17,14,18,17,13,"000005","C",15
"2710","Hispanic",18,"Female",2.33,18,21,17,18,20,"000029","C",11
"2711","White",31,"Male",2.85,22,22,21,22,19,"000022","C",17
"2712","White",25,"Male",3.53,NA,NA,NA,NA,NA,"000040","T",16
"2713","White",31,"Male",3.79,23,22,20,21,23,"000076","D",12
"2714","White",27,"Male",3.04,24,22,22,24,26,"000001","N",15
"2715","White",18,"Male",3.28,NA,NA,NA,NA,NA,"000107","C",14
"2716","Hispanic",35,"Female",2.9,25,27,25,25,26,"000005","N",12
"2717","White",29,"Female",2.46,22,20,18,21,22,"000069","N",2
"2718","Black",24,"Female",3.42,30,29,32,29,33,"000026","S",18
"2719","White",28,"Female",3.05,26,24,26,26,26,"000103","T",14
"2720","White",29,"Female",3.7,25,25,25,24,24,"000032","T",6
"2721","Hispanic",27,"Female",2.52,24,23,23,25,25,"000050","C",16
"2722","White",23,"Male",2.91,24,25,26,25,25,"000089","D",14
"2723","White",25,"Female",3.26,24,24,25,26,23,"000001","C",15
"2724","White",35,"Male",2.99,NA,NA,NA,NA,NA,"000040","N",6
"2725","White",29,"Female",3.69,NA,NA,NA,NA,NA,"000027","C",15
"2726","Bi-Racial",30,"Male",2.94,17,16,18,17,20,"000031","T",15
"2727","Hispanic",25,"Male",3.17,NA,NA,NA,NA,NA,"000111","N",15
"2728","Hispanic",18,"Female",2.66,26,27,25,27,26,"000001","R",17
"2729","Hispanic",31,"Female",2.55,NA,NA,NA,NA,NA,"000024","T",9
"2730","White",35,"Male",1.99,19,19,18,17,17,"000092","C",10
"2731","Hispanic",24,"Female",3.26,20,19,20,22,20,"000107","T",15
"2732","White",30,"Female",3.46,22,21,23,22,21,"000049","N",18
"2733","White",25,"Female",3.86,21,21,20,21,22,"000052","C",15
"2734","White",33,"Female",3.7,NA,NA,NA,NA,NA,"000114","C",18
"2735","Hispanic",26,"Female",3.48,25,26,25,25,28,"000111","T",14
"2736","Asian",35,"Female",3.09,20,20,19,18,17,"000001","C",14
"2737","White",26,"Male",2.66,NA,NA,NA,NA,NA,"000001","R",12
"2738","Hispanic",22,"Female",3.03,23,24,23,25,22,"000023","M",15.5
"2739","Black",18,"Female",2.47,25,27,25,26,25,"000043","M",16
"2740","White",34,"Male",3.59,22,24,19,24,20,"000111","C",3
"2741","White",35,"Male",2.89,25,25,25,26,24,"000100","T",15
"2742","Black",35,"Male",2.83,19,20,20,18,17,"000111","N",14
"2743","White",32,"Female",3.69,18,19,18,18,19,"000050","D",5
"2744","Hispanic",25,"Male",3.65,16,19,14,17,14,"000089","T",11
"2745","Black",35,"Female",3.47,24,23,22,23,23,"000107","N",14
"2746","White",19,"Female",2.43,NA,NA,NA,NA,NA,"000015","C",17
"2747","White",33,"Male",2.54,21,22,21,22,21,"000001","N",14
"2748","Asian",35,"Male",3.29,17,18,16,18,16,"000043","C",12
"2749","White",28,"Male",3.44,20,21,20,19,19,"000054","C",6
"2750","White",25,"Female",2.89,19,18,17,18,17,"000098","N",16
"2751","Asian",32,"Male",3.58,19,17,19,18,19,"000011","C",3
"2752","Asian",32,"Female",3.74,27,27,26,27,30,"000005","C",12
"2753","White",25,"Female",3.72,25,24,24,23,26,"000050","P",15
"2754","White",33,"Female",3.55,18,16,17,17,17,"000001","D",9
"2755","Black",25,"Female",3.38,NA,NA,NA,NA,NA,"000004","C",18
"2756","Black",21,"Female",3.51,14,15,16,14,17,"000030","C",16
"2757","White",26,"Male",3.3,34,33,32,36,34,"000098","N",3
"2758","White",22,"Female",3.69,NA,NA,NA,NA,NA,"000111","C",13
"2759","White",18,"Female",3.16,28,26,26,29,26,"000008","M",16
"2760","White",34,"Female",3.76,22,25,23,20,24,"000063","N",15
"2761","White",30,"Male",3.22,30,31,30,32,30,"000110","T",14
"2762","Asian",30,"Male",3.89,23,22,23,22,21,"000046","C",15
"2763","White",26,"Female",3.37,18,21,17,19,18,"000111","C",14
"2764","White",33,"Female",3.68,21,21,21,21,19,"000003","T",15
"2765","White",31,"Female",3.21,NA,NA,NA,NA,NA,"000001","T",11
"2766","White",22,"Female",2.16,NA,NA,NA,NA,NA,"000111","C",12
"2767","Black",23,"Male",3.33,24,26,24,24,25,"000018","M",15
"2768","White",30,"Male",3.23,15,15,14,15,14,"000109","C",15
"2769","Hispanic",32,"Female",3.87,NA,NA,NA,NA,NA,"000114","D",12
"2770","Bi-Racial",29,"Female",3.03,24,24,25,25,24,"000022","R",14
"2771","White",24,"Female",3.17,19,20,21,20,18,"000032","T",13
"2772","White",29,"Female",3.89,26,26,25,26,25,"000099","C",12
"2773","Bi-Racial",31,"Male",2.26,21,21,21,19,20,"000089","M",17
"2774","White",18,"Female",3.01,NA,NA,NA,NA,NA,"000001","C",6
"2775","Hispanic",32,"Female",3.62,14,14,18,13,13,"000031","D",12
"2776","White",31,"Male",3.2,24,22,21,25,23,"000001","C",9
"2777","White",34,"Male",3.27,NA,NA,NA,NA,NA,"000087","C",12
"2778","White",29,"Male",3.7,30,28,32,29,31,"000040","C",15
"2779","White",24,"Male",2.95,21,22,21,20,22,"000040","C",12
"2780","White",31,"Male",3.3,27,28,27,26,25,"000114","T",15
"2781","Hispanic",34,"Female",3.08,22,18,21,23,22,"000100","M",15
"2782","White",25,"Male",2.8,22,23,23,22,22,"000001","N",12.5
"2783","Black",34,"Female",2.63,26,28,25,24,28,"000089","T",12
"2784","White",28,"Female",3.28,NA,NA,NA,NA,NA,"000058","P",12
"2785","Black",28,"Male",3.51,16,16,16,15,16,"000056","M",19
"2786","White",33,"Female",3.92,NA,NA,NA,NA,NA,"000099","C",12
"2787","White",34,"Female",3.11,20,20,17,21,21,"000059","T",13
"2788","White",26,"Male",3.35,NA,NA,NA,NA,NA,"000109","D",12
"2789","White",30,"Female",3.06,18,19,19,19,16,"000032","C",14
"2790","White",19,"Male",3.72,18,19,15,19,19,"000005","D",12
"2791","Hispanic",35,"Male",3.96,23,24,20,23,24,"000022","T",3
"2792","Black",29,"Male",3.59,NA,NA,NA,NA,NA,"000050","T",15
"2793","Black",20,"Female",2.38,NA,NA,NA,NA,NA,"000033","C",6
"2794","White",27,"Female",2.98,21,21,22,23,20,"000001","D",13
"2795","White",31,"Male",3.63,NA,NA,NA,NA,NA,"000001","T",16
"2796","White",18,"Female",2.9,26,27,26,27,25,"000090","C",6
"2797","White",23,"Male",3.17,22,19,23,20,21,"000107","T",16
"2798","White",31,"Female",2.78,18,18,18,18,19,"000009","D",14
"2799","White",32,"Male",3.74,21,20,23,19,19,"000059","C",15
"2800","Hispanic",25,"Female",3.53,17,18,18,18,16,"000014","T",3
"2801","Hispanic",32,"Female",3.51,NA,NA,NA,NA,NA,"000024","N",12
"2802","White",30,"Male",3.89,17,18,20,16,17,"000105","N",12
"2803","White",25,"Female",2.91,20,17,19,17,23,"000001","C",2
"2804","White",22,"Female",2.78,NA,NA,NA,NA,NA,"000114","C",16
"2805","Black",29,"Female",3.41,NA,NA,NA,NA,NA,"000115","T",15
"2806","White",25,"Female",2.81,19,19,20,21,17,"000100","C",14
"2807","White",21,"Female",3.36,20,17,19,20,21,"000030","C",15
"2808","White",22,"Male",2.66,NA,NA,NA,NA,NA,"000058","C",3
"2809","White",21,"Male",3.25,24,22,23,22,24,"000114","C",3
"2810","White",29,"Female",3.51,NA,NA,NA,NA,NA,"000009","C",6
"2811","Hispanic",23,"Female",3.41,NA,NA,NA,NA,NA,"000005","T",19
"2812","Hispanic",24,"Female",3.31,19,20,17,19,19,"000024","T",14
"2813","White",20,"Female",3.84,28,27,26,27,28,"000107","N",7
"2814","Black",23,"Male",2.88,19,18,20,20,20,"000107","T",3
"2815","Hispanic",21,"Male",3.52,23,25,21,21,25,"000031","D",17
"2816","White",29,"Female",3.97,24,21,21,23,23,"000089","M",15
"2817","Asian",30,"Female",2.63,23,24,24,20,23,"000032","C",16
"2818","White",22,"Female",3.37,25,25,26,27,24,"000022","D",2
"2819","White",23,"Female",3.38,17,17,17,17,18,"000033","T",16
"2820","Hispanic",32,"Male",3.31,25,25,24,27,25,"000101","C",16
"2821","White",18,"Male",2.58,17,15,14,15,17,"000107","C",15
"2822","White",30,"Male",2.56,30,30,28,27,31,"000014","M",17
"2823","White",33,"Male",3.51,19,19,19,19,20,"000014","M",12
"2824","White",26,"Male",3.04,NA,NA,NA,NA,NA,"000034","C",14
"2825","White",19,"Female",3.35,23,23,24,24,23,"000100","M",14
"2826","White",19,"Female",3.06,24,24,24,22,24,"000089","C",15
"2827","Hispanic",21,"Female",3.16,17,16,19,17,16,"000107","C",12
"2828","Hispanic",26,"Female",2.98,18,15,18,17,17,"000017","T",13
"2829","White",30,"Male",3.2,16,16,16,18,15,"000001","C",5
"2830","White",33,"Male",3.96,25,27,23,26,24,"000111","J",6
"2831","White",24,"Female",3.88,23,23,21,23,23,"000001","D",12
"2832","White",19,"Female",2.89,NA,NA,NA,NA,NA,"000079","D",14
"2833","White",22,"Female",3.5,NA,NA,NA,NA,NA,"000015","T",15
"2834","White",19,"Female",3.95,NA,NA,NA,NA,NA,"000003","M",12
"2835","Black",32,"Female",3.12,NA,NA,NA,NA,NA,"000093","C",14
"2836","Black",32,"Female",3.86,22,21,22,22,20,"000104","N",4
"2837","White",31,"Female",3.67,NA,NA,NA,NA,NA,"000038","R",16
"2838","White",20,"Male",2.95,22,24,24,21,21,"000105","T",19
"2839","White",34,"Female",3.21,19,18,18,19,19,"000105","N",13
"2840","White",18,"Female",2.98,27,26,30,31,27,"000100","C",16
"2841","White",18,"Female",2.6,30,30,30,29,30,"000059","J",12
"2842","White",30,"Female",2.02,18,17,17,18,18,"000037","C",18
"2843","Hispanic",28,"Female",2.89,18,18,20,17,17,"000008","C",15
"2844","Black",28,"Female",3.72,NA,NA,NA,NA,NA,"000041","M",12
"2845","White",34,"Female",3.11,23,19,23,21,24,"000020","M",12
"2846","White",29,"Male",3.89,NA,NA,NA,NA,NA,"000100","C",12
"2847","White",31,"Male",1.68,29,30,31,30,29,"000115","D",6
"2848","Asian",31,"Female",2.41,NA,NA,NA,NA,NA,"000085","T",12
"2849","Hispanic",24,"Male",2.72,NA,NA,NA,NA,NA,"000029","C",12
"2850","White",33,"Male",2.85,NA,NA,NA,NA,NA,"000054","C",15
"2851","White",26,"Female",2.6,22,20,22,21,25,"000054","C",12
"2852","White",20,"Male",3.34,NA,NA,NA,NA,NA,"000003","N",9
"2853","White",27,"Female",2.9,17,15,19,21,20,"000106","R",15
"2854","Black",21,"Female",2.62,NA,NA,NA,NA,NA,"000111","D",13
"2855","White",34,"Female",3.34,NA,NA,NA,NA,NA,"000055","M",16
"2856","Bi-Racial",24,"Female",3.66,17,17,15,18,18,"000026","M",12
"2857","White",22,"Female",3.92,NA,NA,NA,NA,NA,"000107","C",16
"2858","White",23,"Male",3.15,20,22,21,19,20,"000122","R",6
"2859","White",25,"Male",2,19,22,20,17,19,"000104","C",15
"2860","Black",20,"Female",3.94,22,22,22,21,23,"000001","C",14
"2861","Black",29,"Male",3.65,25,26,26,25,25,"000004","D",15
"2862","Hispanic",34,"Male",3.44,22,23,20,22,23,"000059","C",16
"2863","Black",28,"Male",3.13,24,23,28,27,26,"000106","C",14
"2864","White",35,"Female",2.56,20,19,22,19,22,"000100","N",13
"2865","White",24,"Male",2.76,20,18,20,18,18,"000075","T",12
"2866","White",24,"Male",3.32,NA,NA,NA,NA,NA,"000029","T",16
"2867","Hispanic",20,"Male",3.4,NA,NA,NA,NA,NA,"000060","N",3
"2868","White",32,"Female",3.79,21,20,19,21,23,"000001","T",3
"2869","White",34,"Male",3.05,19,20,18,18,17,"000104","M",16
"2870","White",28,"Male",2.26,19,20,20,17,18,"000093","C",15
"2871","White",23,"Female",3.76,NA,NA,NA,NA,NA,"000009","T",6
"2872","White",20,"Female",3.24,17,16,18,18,17,"000033","T",17
"2873","White",18,"Female",3.36,27,26,27,24,27,"000107","N",16
"2874","White",31,"Female",3.86,NA,NA,NA,NA,NA,"000001","R",3
"2875","White",21,"Male",3.8,NA,NA,NA,NA,NA,"000104","C",16
"2876","White",29,"Female",3.71,NA,NA,NA,NA,NA,"000001","C",6
"2877","White",21,"Female",2.57,20,19,20,18,21,"000063","R",19
"2878","Bi-Racial",27,"Female",3.01,19,21,18,18,19,"000001","T",7
"2879","White",25,"Female",3.83,26,26,26,28,27,"000049","T",13
"2880","White",32,"Female",2.88,18,18,16,17,17,"000098","J",16
"2881","White",23,"Male",3.78,18,17,19,19,17,"000089","C",16
"2882","White",24,"Female",3.87,19,21,17,16,20,"000016","N",16
"2883","White",19,"Male",3.29,24,26,24,24,21,"000104","N",16
"2884","Black",30,"Female",3.08,NA,NA,NA,NA,NA,"000022","P",15
"2885","Black",27,"Female",2.92,24,25,28,24,23,"000086","C",12
"2886","White",25,"Female",2.76,22,23,21,23,21,"000005","P",12
"2887","Black",30,"Male",3.11,NA,NA,NA,NA,NA,"000050","N",14
"2888","White",35,"Male",3.09,20,20,21,21,19,"000005","C",17
"2889","White",29,"Male",3.14,NA,NA,NA,NA,NA,"000033","C",13
"2890","Black",26,"Male",3.3,17,16,16,18,17,"000029","R",12
"2891","Black",24,"Male",3.27,NA,NA,NA,NA,NA,"000020","T",12
"2892","White",18,"Female",2.76,24,23,26,26,27,"000021","C",15
"2893","Asian",26,"Male",3.01,NA,NA,NA,NA,NA,"000074","T",15
"2894","White",19,"Female",3.26,18,20,18,18,19,"000107","C",16
"2895","White",31,"Female",3.16,21,23,21,22,20,"000001","D",13
"2896","White",21,"Female",3.55,29,28,29,29,28,"000115","N",15
"2897","White",23,"Male",3.04,NA,NA,NA,NA,NA,"000020","N",15
"2898","White",22,"Female",3.63,25,26,24,24,25,"000004","T",13
"2899","White",35,"Male",2.56,NA,NA,NA,NA,NA,"000001","C",6
"2900","White",35,"Female",2.24,14,16,15,12,14,"000107","R",7
"2901","White",32,"Female",3.47,NA,NA,NA,NA,NA,"000031","C",9
"2902","Hispanic",26,"Male",3.88,33,33,35,33,31,"000021","N",14
"2903","White",30,"Male",2.76,23,22,25,24,24,"000072","M",3
"2904","Asian",22,"Female",2.87,NA,NA,NA,NA,NA,"000075","C",12
"2905","White",19,"Male",2.96,16,15,14,17,15,"000004","T",12
"2906","Black",22,"Female",3.54,NA,NA,NA,NA,NA,"000104","C",15
"2907","Hispanic",20,"Male",2.98,18,19,19,18,18,"000058","M",6
"2908","Hispanic",28,"Male",2.19,17,18,17,18,16,"000122","D",14
"2909","Asian",27,"Male",3.38,NA,NA,NA,NA,NA,"000054","C",13
"2910","Hispanic",29,"Male",3.71,23,23,23,24,22,"000106","C",14
"2911","White",27,"Female",3.42,NA,NA,NA,NA,NA,"000032","N",16
"2912","Black",20,"Male",2.79,NA,NA,NA,NA,NA,"000019","D",12
"2913","White",20,"Male",3.45,25,23,24,26,26,"000008","J",16
"2914","White",34,"Female",3.09,22,20,23,24,23,"000043","N",14
"2915","Hispanic",32,"Male",3.21,NA,NA,NA,NA,NA,"000022","C",14
"2916","White",24,"Male",3.22,29,33,29,28,30,"000122","T",14
"2917","White",19,"Male",3.64,NA,NA,NA,NA,NA,"000043","P",14
"2918","Black",25,"Female",3.09,19,18,18,18,19,"000069","J",13
"2919","Hispanic",35,"Female",2.82,27,25,29,27,27,"000004","N",8
"2920","White",33,"Male",3.67,21,20,21,23,22,"000104","C",14
"2921","White",25,"Female",3.34,NA,NA,NA,NA,NA,"000107","C",15
"2922","Asian",30,"Female",3.59,18,17,16,18,19,"000001","N",8
"2923","White",35,"Female",3.1,NA,NA,NA,NA,NA,"000029","T",13
"2924","White",26,"Male",3.11,NA,NA,NA,NA,NA,"000085","C",12
"2925","Hispanic",20,"Male",3.49,22,21,21,22,20,"000056","C",12
"2926","White",20,"Male",3.5,18,17,18,19,19,"000122","C",13
"2927","White",22,"Female",3.21,25,26,26,25,26,"000043","M",12
"2928","White",25,"Female",3.18,26,25,26,27,26,"000020","N",16
"2929","White",32,"Male",2.2,22,20,22,21,24,"000108","T",15
"2930","White",25,"Male",3.47,NA,NA,NA,NA,NA,"000020","C",9
"2931","Hispanic",26,"Female",1.75,NA,NA,NA,NA,NA,"000001","N",12
"2932","White",34,"Female",3.4,NA,NA,NA,NA,NA,"000121","N",13
"2933","White",32,"Male",2.86,NA,NA,NA,NA,NA,"000001","T",13
"2934","Hispanic",26,"Female",3.28,20,20,21,20,21,"000107","C",3
"2935","Hispanic",20,"Male",3.99,23,24,23,25,23,"000005","T",13
"2936","White",34,"Female",3.56,23,21,22,20,24,"000107","T",3
"2937","White",31,"Female",2.49,NA,NA,NA,NA,NA,"000029","C",20
"2938","Hispanic",31,"Male",3.41,18,19,18,19,16,"000001","C",3
"2939","Asian",33,"Male",2.81,20,20,18,18,21,"000021","C",15
"2940","Hispanic",26,"Male",2.97,NA,NA,NA,NA,NA,"000021","N",16
"2941","Black",18,"Male",3.84,21,22,21,21,21,"000008","C",14
"2942","White",26,"Female",3.12,17,17,19,16,16,"000004","T",15
"2943","Black",24,"Male",3.29,22,24,23,24,23,"000005","C",12
"2944","White",19,"Female",3.31,23,21,23,21,24,"000032","N",12
"2945","Asian",32,"Female",2.81,25,24,24,25,25,"000049","N",2
"2946","White",34,"Male",3.95,30,30,29,30,31,"000107","N",16
"2947","White",33,"Male",3.04,NA,NA,NA,NA,NA,"000029","D",8
"2948","White",24,"Male",2.85,NA,NA,NA,NA,NA,"000022","C",13
"2949","White",33,"Female",2.79,NA,NA,NA,NA,NA,"000032","C",14
"2950","Asian",31,"Male",2.73,NA,NA,NA,NA,NA,"000085","C",12
"2951","White",27,"Female",3.39,21,23,23,24,19,"000029","N",16
"2952","White",20,"Male",2.79,21,24,21,21,20,"000098","N",3
"2953","Hispanic",24,"Female",3.53,20,21,19,21,20,"000063","T",16
"2954","Black",33,"Female",3.31,21,20,20,21,22,"000033","C",13
"2955","White",34,"Female",3.11,NA,NA,NA,NA,NA,"000105","M",6
"2956","White",24,"Female",3.9,22,22,20,22,22,"000031","T",15
"2957","White",34,"Female",3.29,NA,NA,NA,NA,NA,"000107","N",3
"2958","Hispanic",18,"Male",3.48,27,30,25,29,26,"000032","C",3
"2959","White",22,"Male",3.17,NA,NA,NA,NA,NA,"000089","N",16
"2960","White",20,"Female",3.16,21,21,20,23,23,"000114","C",12
"2961","White",30,"Female",3.32,28,28,29,31,30,"000043","T",13
"2962","White",32,"Male",3.21,22,22,22,26,24,"000018","M",13
"2963","White",29,"Female",3.17,NA,NA,NA,NA,NA,"000104","C",2
"2964","White",34,"Male",3.84,NA,NA,NA,NA,NA,"000022","N",15
"2965","Native",18,"Male",2.03,26,25,25,27,27,"000044","N",14
"2966","White",21,"Male",3.36,21,20,22,23,20,"000050","M",16
"2967","Hispanic",23,"Female",3.76,18,18,16,19,18,"000100","T",12
"2968","White",27,"Male",3.02,19,19,19,19,16,"000052","N",15
"2969","White",35,"Male",3.33,21,22,23,23,25,"000103","R",3
"2970","White",25,"Male",3.73,21,20,24,23,22,"000004","C",3
"2971","White",22,"Female",2.97,25,24,25,27,26,"000107","C",2
"2972","Black",25,"Female",3.29,20,20,17,20,18,"000030","C",14
"2973","Hispanic",34,"Female",2.55,22,24,23,22,24,"000020","M",12
"2974","White",35,"Female",3.26,22,21,23,23,23,"000003","T",15
"2975","Black",29,"Female",3.56,25,24,24,24,25,"000085","C",12
"2976","Hispanic",27,"Male",3.12,22,22,22,25,23,"000088","N",12
"2977","Hispanic",29,"Male",2.4,26,26,26,27,28,"000071","T",12
"2978","White",26,"Female",3.77,18,20,18,17,18,"000074","C",12.5
"2979","White",28,"Male",3.89,17,17,18,18,18,"000116","N",14
"2980","White",30,"Male",3.31,NA,NA,NA,NA,NA,"000025","D",2
"2981","White",23,"Female",3.14,22,20,19,20,23,"000005","C",16
"2982","Asian",27,"Female",2.31,18,18,17,17,18,"000001","C",4
"2983","White",28,"Male",3.96,24,21,22,21,26,"000089","M",5
"2984","White",23,"Male",3.69,22,24,24,22,19,"000107","N",3
"2985","White",20,"Male",3.15,26,25,26,28,27,"000001","T",3
"2986","Black",26,"Male",3.46,23,24,22,21,23,"000001","P",17
"2987","White",31,"Female",2.57,20,19,19,18,19,"000014","C",15
"2988","Hispanic",19,"Female",2.32,NA,NA,NA,NA,NA,"000043","T",15
"2989","Hispanic",24,"Male",3.94,20,19,18,21,19,"000075","C",13
"2990","White",23,"Female",2.74,18,17,18,16,17,"000009","N",17.5
"2991","White",29,"Female",2.71,16,17,13,16,15,"000040","T",16
"2992","Black",34,"Female",3.6,22,22,22,23,23,"000050","T",12
"2993","White",23,"Male",3.21,19,21,19,19,21,"000029","T",16
"2994","White",22,"Male",2.79,24,26,23,25,23,"000001","M",13
"2995","White",25,"Male",2.57,18,20,19,17,20,"000114","N",14
"2996","Hispanic",21,"Male",3.12,27,28,28,27,27,"000022","T",17
"2997","White",22,"Male",3.67,NA,NA,NA,NA,NA,"000018","S",12
"2998","White",27,"Female",2,NA,NA,NA,NA,NA,"000114","N",15
"2999","White",21,"Female",3.45,NA,NA,NA,NA,NA,"000038","M",14
"3000","Other",24,"Male",3.55,NA,NA,NA,NA,NA,"000122","M",13
"3001","Hispanic",19,"Male",2.67,21,22,22,21,21,"000105","M",15
